date,circuit_id,uptime_pct,latency_ms,jitter_ms,packet_loss_pct
2025-08-03,1390,99.925,10.7,1.63,0.137
2025-08-03,1183,100.021,13.1,1.59,0.0
2025-08-03,102,99.859,22.0,3.62,0.175
2025-08-03,879,99.94,26.3,3.15,0.028
2025-08-03,784,99.963,16.2,2.3,0.2
2025-08-03,1356,99.917,11.2,2.94,0.06
2025-08-03,416,99.869,12.3,1.24,0.007
2025-08-03,326,99.98,24.4,1.91,0.068
2025-08-03,119,99.926,24.6,3.42,0.035
2025-08-03,1064,99.927,30.9,3.0,0.0
2025-08-03,1242,99.879,16.7,3.28,0.013
2025-08-03,852,99.952,15.5,2.73,0.168
2025-08-03,1432,99.901,16.8,1.88,0.007
2025-08-03,59,99.904,23.4,2.24,0.114
2025-08-03,1077,100.04,16.3,2.63,0.025
2025-08-03,128,99.96,20.5,1.92,0.0
2025-08-03,352,100.04,19.4,0.94,0.0
2025-08-03,649,99.963,22.5,3.1,0.147
2025-08-03,118,99.945,22.4,0.54,0.069
2025-08-03,588,100.01,14.9,1.93,0.066
2025-08-03,190,99.971,27.5,1.01,0.164
2025-08-03,1082,99.902,14.5,1.31,0.05
2025-08-03,1415,99.94,21.4,2.1,0.233
2025-08-03,586,99.984,17.0,2.46,0.105
2025-08-03,253,99.955,11.8,1.28,0.071
2025-08-03,1243,100.006,21.4,2.0,0.102
2025-08-03,863,99.94,20.1,3.51,0.147
2025-08-03,1450,100.032,16.3,2.29,0.0
2025-08-03,10,100.01,16.0,0.77,0.017
2025-08-03,1297,99.977,5.3,0.67,0.136
2025-08-03,398,99.969,18.2,0.48,0.184
2025-08-03,563,100.016,22.7,0.97,0.103
2025-08-03,886,100.021,16.5,1.84,0.019
2025-08-03,1080,99.994,17.1,1.77,0.0
2025-08-03,180,99.881,24.1,3.66,0.126
2025-08-03,229,100.035,15.3,2.03,0.086
2025-08-03,1152,99.956,28.5,0.75,0.011
2025-08-03,355,99.947,14.2,2.92,0.0
2025-08-03,1128,100.021,23.9,2.4,0.168
2025-08-03,186,100.081,19.6,2.81,0.088
2025-08-03,452,99.99,15.5,1.37,0.106
2025-08-03,207,99.938,24.1,2.89,0.022
2025-08-03,841,99.983,19.0,1.96,0.148
2025-08-03,1076,99.967,20.0,0.16,0.106
2025-08-03,375,99.893,16.3,3.71,0.201
2025-08-03,1375,99.946,11.1,2.5,0.026
2025-08-03,1187,99.982,10.5,3.22,0.182
2025-08-03,667,99.893,14.0,1.41,0.117
2025-08-03,276,99.867,19.9,1.88,0.0
2025-08-03,505,100.0,6.9,0.74,0.0
2025-08-03,18,100.001,16.6,1.28,0.097
2025-08-03,1146,99.941,14.8,1.81,0.086
2025-08-03,889,100.1,12.1,2.39,0.047
2025-08-03,1334,99.953,27.8,2.89,0.113
2025-08-03,1009,99.943,13.7,2.42,0.037
2025-08-03,603,99.938,22.8,0.92,0.002
2025-08-03,542,100.006,18.3,2.8,0.0
2025-08-03,559,100.002,14.5,3.49,0.124
2025-08-03,1485,99.99,28.0,2.49,0.011
2025-08-03,325,100.045,20.9,3.36,0.074
2025-08-03,464,100.025,13.7,0.88,0.0
2025-08-03,390,100.005,7.1,0.37,0.0
2025-08-03,314,99.979,21.5,1.34,0.125
2025-08-03,1341,99.984,26.2,3.1,0.007
2025-08-03,490,99.978,18.0,2.62,0.079
2025-08-03,466,99.969,23.2,2.22,0.121
2025-08-03,531,99.97,18.0,3.08,0.139
2025-08-03,286,100.03,22.8,1.95,0.078
2025-08-03,984,99.976,8.5,1.04,0.185
2025-08-03,741,99.965,5.0,2.05,0.076
2025-08-03,359,99.907,32.6,3.29,0.128
2025-08-03,669,99.959,21.9,3.0,0.101
2025-08-03,1245,99.935,20.1,2.29,0.086
2025-08-03,28,99.916,20.5,2.16,0.081
2025-08-03,1184,99.978,10.3,3.0,0.122
2025-08-03,1040,99.9,18.3,1.3,0.025
2025-08-03,807,100.017,22.0,4.11,0.068
2025-08-03,264,99.911,19.5,0.1,0.202
2025-08-03,1428,99.979,21.4,2.27,0.0
2025-08-03,24,99.96,14.0,1.6,0.085
2025-08-03,411,99.905,28.4,1.03,0.123
2025-08-03,618,99.932,11.1,2.46,0.069
2025-08-03,766,99.952,18.0,1.44,0.088
2025-08-03,937,99.939,18.4,3.15,0.0
2025-08-03,948,99.934,14.2,1.24,0.0
2025-08-03,869,99.948,19.1,1.91,0.0
2025-08-03,168,99.995,22.3,2.09,0.0
2025-08-03,1045,99.918,29.7,3.72,0.089
2025-08-03,142,99.915,25.6,2.18,0.184
2025-08-03,349,99.932,20.8,1.8,0.11
2025-08-03,1289,99.929,23.5,1.62,0.0
2025-08-03,250,99.988,19.4,0.1,0.047
2025-08-03,345,99.965,19.1,4.04,0.0
2025-08-03,1106,99.959,7.9,0.55,0.005
2025-08-03,14,99.954,16.8,2.63,0.108
2025-08-03,109,100.01,17.0,2.49,0.0
2025-08-03,432,99.978,20.9,1.5,0.0
2025-08-03,906,99.927,33.4,1.9,0.0
2025-08-03,1114,99.965,24.7,2.33,0.033
2025-08-03,379,99.896,16.2,0.81,0.078
2025-08-03,35,100.035,24.3,1.41,0.0
2025-08-03,205,99.89,20.6,2.56,0.113
2025-08-03,99,99.977,10.7,0.1,0.138
2025-08-03,211,99.918,29.3,0.1,0.0
2025-08-03,362,99.913,19.5,2.65,0.005
2025-08-03,431,99.989,10.1,1.48,0.0
2025-08-03,1068,99.931,14.0,2.28,0.323
2025-08-03,415,99.891,16.7,2.66,0.054
2025-08-03,1330,100.03,11.7,2.75,0.0
2025-08-03,657,100.0,18.9,2.23,0.001
2025-08-03,1276,99.867,11.3,2.69,0.027
2025-08-03,975,99.996,9.9,2.62,0.129
2025-08-03,173,99.849,19.8,3.92,0.0
2025-08-03,25,100.009,18.1,2.84,0.018
2025-08-03,111,99.92,15.3,1.62,0.002
2025-08-03,16,99.915,24.5,1.4,0.0
2025-08-03,1296,99.912,20.8,0.1,0.089
2025-08-03,904,99.995,25.6,1.55,0.0
2025-08-03,1282,99.968,18.8,3.3,0.054
2025-08-03,148,99.938,10.0,1.78,0.055
2025-08-03,504,100.019,18.6,3.34,0.149
2025-08-03,1395,99.921,11.1,1.36,0.031
2025-08-03,187,99.919,22.2,2.67,0.146
2025-08-03,682,99.974,15.4,2.41,0.0
2025-08-03,1103,99.967,13.4,3.15,0.0
2025-08-03,474,100.002,23.3,1.96,0.077
2025-08-03,1012,99.97,25.8,3.65,0.051
2025-08-03,100,100.042,14.1,2.42,0.085
2025-08-03,5,99.897,20.0,1.33,0.114
2025-08-03,465,99.916,7.4,0.7,0.052
2025-08-03,47,99.976,20.0,1.24,0.113
2025-08-03,880,99.933,16.7,2.98,0.037
2025-08-03,263,99.866,22.3,2.0,0.019
2025-08-03,295,100.024,14.2,2.65,0.061
2025-08-03,451,100.09,7.2,2.19,0.078
2025-08-03,368,100.015,15.5,1.36,0.161
2025-08-03,830,99.939,19.7,1.95,0.08
2025-08-03,957,99.893,14.7,1.94,0.058
2025-08-03,489,100.015,21.0,2.57,0.045
2025-08-03,285,100.023,14.3,1.9,0.0
2025-08-03,749,99.907,23.1,1.95,0.0
2025-08-03,1083,99.958,16.6,0.86,0.076
2025-08-03,1202,99.946,18.0,2.94,0.0
2025-08-03,968,100.013,16.3,1.74,0.152
2025-08-03,114,99.979,15.5,1.87,0.067
2025-08-03,387,99.887,21.9,1.99,0.0
2025-08-03,52,99.912,23.1,0.73,0.221
2025-08-03,1145,99.906,19.2,0.1,0.043
2025-08-03,1329,99.933,20.8,2.18,0.022
2025-08-03,778,100.066,22.5,1.25,0.076
2025-08-03,1071,99.017,25.3,1.41,0.059
2025-08-03,743,99.901,22.5,2.08,0.047
2025-08-03,1213,100.005,27.6,2.76,0.0
2025-08-03,763,99.978,19.3,0.81,0.0
2025-08-03,976,99.095,17.3,1.21,0.058
2025-08-03,351,99.972,15.9,2.33,0.0
2025-08-03,341,99.878,17.6,2.82,0.261
2025-08-03,893,99.851,14.6,1.06,0.067
2025-08-03,373,99.913,18.4,2.93,0.0
2025-08-03,165,99.953,27.3,2.83,0.0
2025-08-03,260,100.061,13.6,2.25,0.013
2025-08-03,894,99.935,13.5,2.57,0.0
2025-08-03,208,99.894,14.3,1.95,0.0
2025-08-03,532,99.997,13.4,2.67,0.157
2025-08-03,1419,99.973,20.9,1.5,0.0
2025-08-03,1396,99.863,16.6,1.41,0.0
2025-08-03,1398,99.971,26.8,2.36,0.139
2025-08-03,410,99.944,11.6,2.02,0.019
2025-08-03,329,99.901,23.9,2.13,0.0
2025-08-03,21,99.968,16.9,2.58,0.174
2025-08-03,745,99.927,10.6,3.34,0.238
2025-08-03,433,99.928,12.3,0.76,0.046
2025-08-03,384,99.964,16.2,2.8,0.0
2025-08-03,413,99.929,10.3,3.35,0.133
2025-08-03,408,100.024,12.8,3.3,0.071
2025-08-03,1178,99.994,21.3,1.65,0.034
2025-08-03,641,99.882,14.6,1.75,0.0
2025-08-03,1360,99.964,25.5,1.48,0.0
2025-08-03,27,99.916,19.0,3.72,0.061
2025-08-03,737,99.962,10.4,2.31,0.098
2025-08-03,881,99.939,17.7,1.32,0.107
2025-08-03,666,100.026,20.1,2.49,0.053
2025-08-03,1122,99.927,13.3,1.58,0.058
2025-08-03,998,99.959,23.9,2.72,0.167
2025-08-03,526,99.998,16.4,2.08,0.0
2025-08-03,468,100.042,14.4,1.58,0.194
2025-08-03,1026,99.906,14.2,1.92,0.003
2025-08-03,446,99.964,19.4,2.62,0.04
2025-08-03,929,99.994,15.9,2.6,0.143
2025-08-03,1219,99.873,16.6,2.17,0.0
2025-08-03,129,99.807,19.8,1.35,0.112
2025-08-03,842,99.193,15.8,2.09,0.0
2025-08-03,512,99.934,22.6,1.74,0.089
2025-08-03,1131,99.959,15.9,1.03,0.116
2025-08-03,801,99.918,20.2,0.44,0.071
2025-08-03,903,99.979,14.1,0.38,0.037
2025-08-03,1345,99.965,14.8,1.32,0.121
2025-08-03,675,99.954,15.5,2.83,0.048
2025-08-03,1261,99.925,23.1,1.63,0.123
2025-08-03,877,99.926,19.9,3.22,0.085
2025-08-03,1228,99.984,20.6,2.84,0.056
2025-08-03,818,99.982,16.6,3.9,0.0
2025-08-03,1483,100.0,12.1,2.52,0.153
2025-08-03,1452,99.905,28.4,1.04,0.0
2025-08-03,1448,99.976,11.4,2.96,0.088
2025-08-03,152,99.825,9.5,1.28,0.082
2025-08-03,947,98.982,21.6,1.01,0.072
2025-08-03,799,99.892,23.8,3.39,0.0
2025-08-03,1227,99.842,7.9,2.93,0.003
2025-08-03,1338,100.011,9.9,1.05,0.039
2025-08-03,907,100.011,16.6,0.96,0.072
2025-08-03,1382,99.963,20.8,1.8,0.0
2025-08-03,493,99.96,5.0,2.24,0.145
2025-08-03,397,99.986,12.2,0.46,0.152
2025-08-03,370,99.933,16.6,2.19,0.001
2025-08-03,1047,99.961,26.7,1.48,0.199
2025-08-03,1298,99.978,19.7,2.91,0.121
2025-08-03,1229,100.011,21.1,1.4,0.177
2025-08-03,1263,99.951,12.9,2.86,0.099
2025-08-03,964,99.957,18.3,2.55,0.2
2025-08-03,681,99.955,10.4,1.42,0.088
2025-08-03,1466,99.949,13.9,2.7,0.106
2025-08-03,1024,99.949,19.5,1.35,0.0
2025-08-03,1000,99.942,9.8,2.31,0.041
2025-08-03,700,99.933,18.4,2.1,0.0
2025-08-03,371,99.929,13.1,3.29,0.0
2025-08-03,1179,99.954,22.6,0.88,0.0
2025-08-03,327,99.909,6.9,3.09,0.024
2025-08-03,936,99.9,13.6,2.05,0.014
2025-08-03,864,99.909,20.2,0.99,0.007
2025-08-03,171,99.961,12.8,1.93,0.0
2025-08-03,1246,100.084,14.6,2.52,0.0
2025-08-03,1038,99.897,16.3,1.49,0.01
2025-08-03,511,99.95,22.2,3.72,0.196
2025-08-03,265,99.954,27.8,3.5,0.0
2025-08-03,1029,99.927,16.3,3.75,0.023
2025-08-03,1413,99.938,25.0,1.62,0.021
2025-08-03,810,99.979,17.8,0.1,0.0
2025-08-03,956,99.984,8.2,2.99,0.026
2025-08-03,1411,99.961,18.3,0.1,0.0
2025-08-03,875,99.897,18.1,3.28,0.014
2025-08-03,721,99.952,5.1,1.4,0.013
2025-08-03,736,99.939,20.2,3.16,0.031
2025-08-03,1262,99.968,7.4,2.38,0.035
2025-08-03,1500,99.862,18.7,1.13,0.113
2025-08-03,519,99.972,17.2,3.48,0.02
2025-08-03,214,99.934,16.9,1.9,0.0
2025-08-03,1431,99.978,19.3,1.28,0.0
2025-08-03,501,100.01,24.7,2.71,0.114
2025-08-03,692,100.041,19.1,3.47,0.028
2025-08-03,653,99.911,17.4,1.58,0.081
2025-08-03,673,100.045,19.9,2.95,0.212
2025-08-03,200,100.045,18.0,1.25,0.213
2025-08-03,1436,99.903,6.7,0.1,0.137
2025-08-03,1344,99.883,16.1,1.8,0.148
2025-08-03,916,99.888,17.9,2.23,0.157
2025-08-03,347,99.945,19.2,1.66,0.132
2025-08-03,1417,100.004,15.3,2.49,0.0
2025-08-03,217,99.96,12.4,1.53,0.126
2025-08-03,1315,100.065,18.9,1.81,0.02
2025-08-03,254,99.995,16.7,2.93,0.169
2025-08-03,153,99.989,15.4,2.72,0.0
2025-08-03,195,99.87,24.6,3.87,0.153
2025-08-03,508,99.94,5.0,1.23,0.096
2025-08-03,859,99.938,26.1,1.14,0.086
2025-08-03,69,99.969,19.2,0.55,0.038
2025-08-03,131,99.97,15.3,0.64,0.006
2025-08-03,1434,99.909,19.7,2.91,0.071
2025-08-03,1204,99.975,16.5,2.13,0.0
2025-08-03,301,99.96,22.9,1.41,0.1
2025-08-03,1084,99.881,17.9,1.74,0.082
2025-08-03,1247,99.964,30.9,0.1,0.0
2025-08-03,1433,99.923,18.1,1.28,0.0
2025-08-03,469,99.877,9.4,1.05,0.166
2025-08-03,241,99.915,34.1,2.99,0.021
2025-08-03,1271,99.997,23.7,0.72,0.0
2025-08-03,188,100.03,11.8,2.8,0.099
2025-08-03,706,99.872,21.5,2.49,0.147
2025-08-03,499,99.955,20.3,2.31,0.025
2025-08-03,1042,100.039,23.4,3.47,0.073
2025-08-03,1447,100.015,11.8,1.3,0.125
2025-08-03,962,99.945,15.2,2.09,0.0
2025-08-03,1368,99.965,20.5,1.61,0.0
2025-08-03,284,100.044,20.1,0.9,0.0
2025-08-03,803,99.875,7.1,0.1,0.0
2025-08-03,604,99.978,22.0,1.81,0.126
2025-08-03,1273,99.985,10.6,1.08,0.067
2025-08-03,994,99.991,24.1,0.55,0.0
2025-08-03,448,100.058,15.9,2.94,0.048
2025-08-03,110,99.887,26.1,2.41,0.164
2025-08-03,1302,99.988,11.7,1.91,0.126
2025-08-03,123,99.923,18.8,3.12,0.0
2025-08-03,867,99.939,18.8,2.92,0.039
2025-08-03,281,99.922,21.1,1.35,0.08
2025-08-03,1468,99.976,16.6,2.82,0.142
2025-08-03,831,99.893,20.9,1.8,0.023
2025-08-03,1142,99.963,24.9,1.82,0.022
2025-08-03,475,99.896,16.8,1.97,0.0
2025-08-03,364,99.944,20.8,3.37,0.026
2025-08-03,1172,100.059,23.9,2.86,0.097
2025-08-03,1193,99.965,14.2,1.94,0.056
2025-08-03,1078,99.969,27.3,4.02,0.095
2025-08-03,1117,100.011,14.0,0.1,0.044
2025-08-03,1039,99.974,26.6,4.46,0.074
2025-08-03,1126,100.027,24.9,2.26,0.12
2025-08-03,68,99.982,27.6,0.99,0.0
2025-08-03,833,99.969,23.9,3.11,0.009
2025-08-03,621,99.99,14.4,2.74,0.0
2025-08-03,1158,99.909,24.0,0.81,0.0
2025-08-03,858,99.249,5.0,3.24,0.0
2025-08-03,800,99.94,17.7,4.08,0.053
2025-08-03,1438,100.008,17.5,2.58,0.0
2025-08-03,789,99.963,14.7,1.05,0.079
2025-08-03,620,100.015,21.2,1.75,0.114
2025-08-03,733,99.908,20.3,2.59,0.048
2025-08-03,319,99.951,19.1,1.5,0.038
2025-08-03,921,100.0,6.9,3.31,0.092
2025-08-03,971,99.974,12.3,1.65,0.007
2025-08-03,565,99.997,22.1,3.21,0.059
2025-08-03,1062,99.862,12.5,1.68,0.08
2025-08-03,133,99.887,17.1,2.11,0.006
2025-08-03,759,99.953,31.8,2.02,0.21
2025-08-03,1074,99.974,14.0,2.58,0.02
2025-08-03,714,99.958,5.0,2.37,0.005
2025-08-03,514,100.017,18.8,1.64,0.0
2025-08-03,1281,99.962,15.8,1.24,0.2
2025-08-03,688,99.953,23.4,3.47,0.083
2025-08-03,735,99.992,21.1,2.96,0.096
2025-08-03,126,99.985,18.9,1.53,0.016
2025-08-03,1132,99.929,19.2,3.3,0.0
2025-08-03,1090,99.93,12.2,1.95,0.131
2025-08-03,719,99.944,19.8,0.1,0.038
2025-08-03,783,99.984,14.3,0.38,0.086
2025-08-03,698,99.955,28.8,1.43,0.038
2025-08-03,290,99.941,18.6,0.2,0.157
2025-08-03,1163,99.991,16.6,1.64,0.091
2025-08-03,944,99.978,15.5,1.83,0.077
2025-08-03,1110,99.939,16.0,1.58,0.021
2025-08-03,54,99.896,12.4,2.36,0.112
2025-08-03,1198,99.957,5.0,0.54,0.082
2025-08-03,594,100.043,25.2,1.8,0.022
2025-08-03,798,99.939,28.3,2.23,0.0
2025-08-03,872,100.007,22.9,0.1,0.001
2025-08-03,41,100.01,23.4,0.78,0.051
2025-08-03,340,100.004,20.1,0.97,0.036
2025-08-03,702,99.993,21.0,1.06,0.236
2025-08-03,870,99.972,9.2,1.69,0.0
2025-08-03,1328,99.927,17.9,4.39,0.067
2025-08-03,507,99.979,22.6,2.23,0.005
2025-08-03,84,100.028,21.2,3.55,0.133
2025-08-03,116,99.915,15.5,1.64,0.022
2025-08-03,1401,99.984,17.2,1.26,0.168
2025-08-03,986,100.029,18.5,1.0,0.005
2025-08-03,732,99.925,13.0,1.09,0.072
2025-08-03,1034,99.977,20.8,1.13,0.077
2025-08-03,665,100.06,19.7,1.66,0.268
2025-08-03,271,99.978,14.6,2.91,0.0
2025-08-03,1495,99.945,24.2,1.45,0.0
2025-08-03,1250,99.997,23.2,0.7,0.027
2025-08-03,572,100.016,19.8,2.87,0.045
2025-08-03,871,99.932,15.1,1.76,0.069
2025-08-03,378,99.831,7.1,2.07,0.108
2025-08-03,1107,99.931,18.4,1.01,0.0
2025-08-03,97,99.971,18.0,1.57,0.0
2025-08-03,1225,99.967,18.0,1.82,0.046
2025-08-03,453,99.945,21.4,2.45,0.194
2025-08-03,1366,100.032,18.1,0.86,0.103
2025-08-03,557,99.933,27.2,0.6,0.02
2025-08-03,49,100.037,18.3,2.75,0.105
2025-08-03,772,99.938,23.2,1.19,0.028
2025-08-03,1116,100.065,17.2,2.4,0.0
2025-08-03,1054,100.027,12.8,1.31,0.006
2025-08-03,154,99.916,9.9,1.75,0.015
2025-08-03,238,99.956,12.4,1.15,0.027
2025-08-03,55,99.961,12.7,1.98,0.033
2025-08-03,395,100.012,21.8,2.5,0.13
2025-08-03,124,99.93,26.0,2.19,0.013
2025-08-03,356,99.98,11.8,3.74,0.071
2025-08-03,135,99.888,11.5,1.52,0.008
2025-08-03,269,99.983,23.2,3.0,0.093
2025-08-03,386,99.915,24.6,3.2,0.0
2025-08-03,98,99.933,16.0,1.26,0.131
2025-08-03,221,99.983,18.4,0.82,0.0
2025-08-03,42,99.915,13.2,1.13,0.0
2025-08-03,1299,99.886,15.5,2.32,0.008
2025-08-03,518,99.948,17.5,1.92,0.143
2025-08-03,861,99.921,19.1,0.71,0.141
2025-08-03,502,99.995,23.7,2.1,0.04
2025-08-03,1059,99.897,19.8,3.31,0.0
2025-08-03,1498,100.045,13.2,2.46,0.0
2025-08-03,1493,99.952,22.7,1.82,0.19
2025-08-03,13,99.962,21.8,1.4,0.011
2025-08-03,455,99.94,20.9,3.62,0.052
2025-08-03,569,99.897,14.4,0.66,0.088
2025-08-03,977,99.961,11.7,1.65,0.123
2025-08-03,756,99.982,14.7,2.73,0.081
2025-08-03,882,99.933,19.1,3.83,0.0
2025-08-03,965,100.01,17.2,2.62,0.081
2025-08-03,638,99.974,17.1,2.0,0.103
2025-08-03,913,99.982,9.5,2.44,0.152
2025-08-03,1323,100.004,19.2,0.22,0.096
2025-08-03,652,99.992,26.6,1.07,0.032
2025-08-03,1453,99.934,16.4,0.32,0.013
2025-08-03,611,99.939,15.8,3.55,0.0
2025-08-03,1327,99.938,24.5,1.44,0.143
2025-08-03,834,99.981,14.3,1.3,0.06
2025-08-03,547,99.95,18.5,1.42,0.095
2025-08-03,485,99.927,15.2,1.81,0.0
2025-08-03,1237,99.944,16.7,0.57,0.0
2025-08-03,337,100.02,16.3,1.84,0.0
2025-08-03,233,100.036,16.7,0.23,0.087
2025-08-03,1267,99.911,20.4,1.85,0.148
2025-08-03,1499,99.982,15.7,3.38,0.263
2025-08-03,685,99.933,24.3,2.36,0.085
2025-08-03,738,99.899,12.2,3.39,0.062
2025-08-03,631,99.934,28.6,3.2,0.108
2025-08-03,298,99.912,17.9,3.45,0.0
2025-08-03,1174,99.882,13.3,2.96,0.068
2025-08-03,1331,99.259,18.6,3.19,0.335
2025-08-03,684,99.983,25.8,1.57,0.177
2025-08-03,206,99.965,19.1,1.56,0.0
2025-08-03,4,99.934,12.3,0.73,0.197
2025-08-03,1180,99.983,23.9,2.51,0.0
2025-08-03,703,99.962,12.8,1.22,0.042
2025-08-03,1231,99.969,18.6,2.14,0.028
2025-08-03,1339,99.962,25.5,4.19,0.14
2025-08-03,1201,99.95,20.4,2.97,0.131
2025-08-03,1300,100.021,25.5,2.42,0.029
2025-08-03,1095,99.884,24.5,2.62,0.0
2025-08-03,1295,99.961,15.7,1.57,0.19
2025-08-03,740,99.943,32.5,1.87,0.0
2025-08-03,888,99.967,32.4,1.85,0.091
2025-08-03,1157,99.847,21.5,0.63,0.041
2025-08-03,1490,100.028,16.5,2.72,0.032
2025-08-03,961,99.943,19.7,3.08,0.058
2025-08-03,566,99.959,12.3,0.32,0.06
2025-08-03,883,99.951,19.6,3.03,0.115
2025-08-03,758,99.916,19.5,2.27,0.03
2025-08-03,1404,99.847,13.2,1.9,0.11
2025-08-03,661,99.944,9.6,3.35,0.046
2025-08-03,158,99.937,21.1,2.67,0.042
2025-08-03,1048,99.93,14.5,2.77,0.037
2025-08-03,1290,99.984,6.4,1.48,0.018
2025-08-03,463,99.935,6.2,1.53,0.173
2025-08-03,141,99.974,14.7,1.25,0.0
2025-08-03,161,99.97,13.1,1.57,0.119
2025-08-03,306,100.005,21.5,0.31,0.002
2025-08-03,1125,100.017,10.7,3.22,0.045
2025-08-03,674,100.006,15.3,0.8,0.0
2025-08-04,548,100.031,15.8,0.74,0.112
2025-08-04,985,99.881,16.8,2.3,0.07
2025-08-04,713,99.979,17.2,0.1,0.066
2025-08-04,639,99.956,16.6,2.45,0.108
2025-08-04,472,99.968,26.7,4.15,0.069
2025-08-04,1150,99.94,10.0,2.53,0.0
2025-08-04,393,100.042,23.6,1.43,0.101
2025-08-04,1159,99.914,11.1,2.72,0.0
2025-08-04,1022,99.97,17.0,3.52,0.072
2025-08-04,427,100.037,22.9,1.19,0.0
2025-08-04,1133,99.852,17.9,0.1,0.0
2025-08-04,417,99.837,14.0,2.66,0.0
2025-08-04,718,99.93,14.9,2.22,0.0
2025-08-04,979,99.963,17.1,0.91,0.0
2025-08-04,836,100.018,22.0,2.37,0.0
2025-08-04,829,99.94,9.8,0.18,0.007
2025-08-04,805,99.927,10.1,0.71,0.074
2025-08-04,748,99.933,8.1,3.97,0.0
2025-08-04,72,99.967,11.5,2.61,0.05
2025-08-04,699,100.007,17.2,1.17,0.16
2025-08-04,44,99.954,16.3,1.78,0.0
2025-08-04,1124,99.974,27.6,3.42,0.068
2025-08-04,926,99.989,22.0,1.29,0.163
2025-08-04,1072,99.969,6.7,2.54,0.0
2025-08-04,1406,99.971,21.6,1.61,0.066
2025-08-04,644,100.024,9.3,0.1,0.034
2025-08-04,279,99.944,30.0,2.92,0.086
2025-08-04,309,99.951,5.9,0.59,0.017
2025-08-04,1264,99.965,14.9,2.02,0.099
2025-08-04,64,99.92,14.9,0.94,0.139
2025-08-04,607,99.854,21.0,2.67,0.0
2025-08-04,596,99.931,23.9,1.0,0.0
2025-08-04,96,99.953,25.3,2.52,0.0
2025-08-04,112,99.886,8.3,2.23,0.0
2025-08-04,709,99.926,20.9,0.69,0.015
2025-08-04,1051,99.949,21.8,0.54,0.046
2025-08-04,1316,99.951,17.9,0.31,0.081
2025-08-04,242,99.912,16.6,1.04,0.196
2025-08-04,331,99.957,30.2,1.26,0.019
2025-08-04,705,100.028,15.1,2.33,0.133
2025-08-04,694,99.936,13.3,1.64,0.122
2025-08-04,147,99.976,25.1,1.63,0.003
2025-08-04,826,99.898,15.6,1.3,0.032
2025-08-04,873,99.908,13.1,1.58,0.119
2025-08-04,1207,99.938,13.9,2.92,0.149
2025-08-04,1052,99.94,15.8,0.1,0.0
2025-08-04,201,99.952,25.7,3.74,0.108
2025-08-04,61,99.931,20.5,0.43,0.035
2025-08-04,587,99.896,17.4,3.33,0.216
2025-08-04,598,99.966,19.8,0.25,0.0
